qpcr_date,Position_raw,Sample,Position,Detector,Task,Ct,Ct Median,Quantity,Flag,Comment.2
20180705,G1,G1,G1,chi1269y,,,,,,
20180705,G2,G2,G2,chi1269y,,,,,,
20180705,G3,G3,G3,chi1269y,,,,,,
20180705,G4,G4,G4,ch1269x,,,,,,
20180705,G5,G5,G5,ch1269x,,,,,,
20180705,G6,G6,G6,ch1269x,,,,,,
20180705,G7,G7,G7,,,,,,,
20180705,G8,G8,G8,,,,,,,
20180705,G9,G9,G9,,,,,,,
20180705,G10,G10,G10,,,,,,,
20180705,G11,G11,G11,,,,,,,
20180705,G12,G12,G12,,,,,,,
20180705,G13,G13,G13,ch1269x,Unknown,38.02623,,,Flagged,
20180705,,,G13,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G14,G14,G14,ch1269x,Unknown,38.28536,,,Flagged,
20180705,,,G14,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G15,G15,G15,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,G15,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G16,G16,G16,ch1269x,Unknown,37.477043,,,Flagged,
20180705,,,G16,chi1269y,Unknown,36.801083,,,Flagged,
20180705,G17,G17,G17,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,G17,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G18,G18,G18,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,G18,chi1269y,Unknown,35.873566,,,Flagged,
20180705,G19,G19,G19,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,G19,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G20,G20,G20,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,G20,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G21,G21,G21,ch1269x,Unknown,36.732643,,,Flagged,
20180705,,,G21,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,G22,G22,G22,,,,,,,
20180705,G23,G23,G23,,,,,,,
20180705,G24,G24,G24,,,,,,,
20180705,H1,H1,H1,,,,,,,
20180705,H2,H2,H2,,,,,,,
20180705,H3,H3,H3,,,,,,,
20180705,H4,H4,H4,,,,,,,
20180705,H5,H5,H5,,,,,,,
20180705,H6,H6,H6,,,,,,,
20180705,H7,H7,H7,,,,,,,
20180705,H8,H8,H8,,,,,,,
20180705,H9,H9,H9,,,,,,,
20180705,H10,H10,H10,,,,,,,
20180705,H11,H11,H11,,,,,,,
20180705,H12,H12,H12,,,,,,,
20180705,H13,H13,H13,ch1269x,Unknown,37.901382,,,Flagged,
20180705,,,H13,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H14,H14,H14,ch1269x,Unknown,35.927135,,,Flagged,
20180705,,,H14,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H15,H15,H15,ch1269x,Unknown,35.357384,,,Flagged,
20180705,,,H15,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H16,H16,H16,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H16,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H17,H17,H17,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H17,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H18,H18,H18,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H18,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H19,H19,H19,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H19,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H20,H20,H20,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H20,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H21,H21,H21,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,H21,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,H22,H22,H22,,,,,,,
20180705,H23,H23,H23,,,,,,,
20180705,H24,H24,H24,,,,,,,
20180705,I1,I1,I1,ch1269x,Unknown,34.46939,,,Passed,
20180705,,,I1,chi1269y,Unknown,33.548023,,,Passed,
20180705,I2,I2,I2,ch1269x,Unknown,33.37944,,,Passed,
20180705,,,I2,chi1269y,Unknown,32.90034,,,Passed,
20180705,I3,I3,I3,ch1269x,Unknown,32.959064,,,Passed,
20180705,,,I3,chi1269y,Unknown,31.924925,,,Passed,
20180705,I4,I4,I4,ch1269x,Unknown,29.644524,,,Passed,
20180705,,,I4,chi1269y,Unknown,30.983027,,,Passed,
20180705,I5,I5,I5,ch1269x,Unknown,29.448912,,,Passed,
20180705,,,I5,chi1269y,Unknown,31.384003,,,Passed,
20180705,I6,I6,I6,ch1269x,Unknown,29.017084,,,Passed,
20180705,,,I6,chi1269y,Unknown,30.651255,,,Passed,
20180705,I7,I7,I7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,I7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,I8,I8,I8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,I8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,I9,I9,I9,ch1269x,Unknown,37.212692,,,Flagged,
20180705,,,I9,chi1269y,Unknown,36.418583,,,Flagged,
20180705,I10,I10,I10,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,I10,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,I11,I11,I11,ch1269x,Unknown,36.192272,,,Flagged,
20180705,,,I11,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,I12,I12,I12,ch1269x,Unknown,35.450207,,,Flagged,
20180705,,,I12,chi1269y,Unknown,37.542828,,,Flagged,
20180705,I13,I13,I13,ch1269x,Unknown,33.063873,,,Passed,
20180705,,,I13,chi1269y,Unknown,32.37337,,,Passed,
20180705,I14,I14,I14,ch1269x,Unknown,32.400593,,,Passed,
20180705,,,I14,chi1269y,Unknown,31.780714,,,Passed,
20180705,I15,I15,I15,ch1269x,Unknown,32.088722,,,Passed,
20180705,,,I15,chi1269y,Unknown,31.81318,,,Passed,
20180705,I16,I16,I16,ch1269x,Unknown,32.835014,,,Passed,
20180705,,,I16,chi1269y,Unknown,33.957794,,,Passed,
20180705,I17,I17,I17,ch1269x,Unknown,33.55837,,,Passed,
20180705,,,I17,chi1269y,Unknown,33.832344,,,Passed,
20180705,I18,I18,I18,ch1269x,Unknown,32.874603,,,Passed,
20180705,,,I18,chi1269y,Unknown,33.199795,,,Passed,
20180705,I19,I19,I19,ch1269x,Unknown,34.43261,,,Passed,
20180705,,,I19,chi1269y,Unknown,34.10413,,,Passed,
20180705,I20,I20,I20,ch1269x,Unknown,33.91756,,,Passed,
20180705,,,I20,chi1269y,Unknown,33.743988,,,Passed,
20180705,I21,I21,I21,ch1269x,Unknown,33.52763,,,Passed,
20180705,,,I21,chi1269y,Unknown,34.48518,,,Passed,
20180705,I22,I22,I22,,,,,,,
20180705,I23,I23,I23,,,,,,,
20180705,I24,I24,I24,,,,,,,
20180705,J1,J1,J1,ch1269x,Unknown,35.754,,,Passed,
20180705,,,J1,chi1269y,Unknown,33.912964,,,Passed,
20180705,J2,J2,J2,ch1269x,Unknown,33.94433,,,Passed,
20180705,,,J2,chi1269y,Unknown,35.036583,,,Passed,
20180705,J3,J3,J3,ch1269x,Unknown,34.76508,,,Passed,
20180705,,,J3,chi1269y,Unknown,32.824013,,,Passed,
20180705,J4,J4,J4,ch1269x,Unknown,30.825659,,,Passed,
20180705,,,J4,chi1269y,Unknown,31.006662,,,Passed,
20180705,J5,J5,J5,ch1269x,Unknown,31.356295,,,Passed,
20180705,,,J5,chi1269y,Unknown,30.39136,,,Passed,
20180705,J6,J6,J6,ch1269x,Unknown,30.39976,,,Passed,
20180705,,,J6,chi1269y,Unknown,30.29436,,,Passed,
20180705,J7,J7,J7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,J7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,J8,J8,J8,ch1269x,Unknown,37.724392,,,Flagged,
20180705,,,J8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,J9,J9,J9,ch1269x,Unknown,36.286777,,,Flagged,
20180705,,,J9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,J10,J10,J10,,,,,,,
20180705,J11,J11,J11,ch1269x,Unknown,35.53207,,,Passed,
20180705,,,J11,chi1269y,Unknown,35.80533,,,Passed,
20180705,J12,J12,J12,ch1269x,Unknown,35.464825,,,Passed,
20180705,,,J12,chi1269y,Unknown,36.67631,,,Passed,
20180705,J13,J13,J13,ch1269x,Unknown,34.61902,,,Flagged,
20180705,,,J13,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,J14,J14,J14,ch1269x,Unknown,34.3907,,,Flagged,
20180705,,,J14,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,J15,J15,J15,ch1269x,Unknown,33.749035,,,Passed,
20180705,,,J15,chi1269y,Unknown,35.38422,,,Passed,
20180705,J16,J16,J16,ch1269x,Unknown,34.294548,,,Passed,
20180705,,,J16,chi1269y,Unknown,35.830708,,,Passed,
20180705,J17,J17,J17,ch1269x,Unknown,33.72266,,,Passed,
20180705,,,J17,chi1269y,Unknown,35.74244,,,Passed,
20180705,J18,J18,J18,ch1269x,Unknown,34.233364,,,Passed,
20180705,,,J18,chi1269y,Unknown,35.44115,,,Passed,
20180705,J19,J19,J19,ch1269x,Unknown,35.270416,,,Passed,
20180705,,,J19,chi1269y,Unknown,35.703842,,,Passed,
20180705,J20,J20,J20,,,,,,,
20180705,J21,J21,J21,ch1269x,Unknown,34.381092,,,Passed,
20180705,,,J21,chi1269y,Unknown,34.86251,,,Passed,
20180705,J22,J22,J22,,,,,,,
20180705,J23,J23,J23,,,,,,,
20180705,J24,J24,J24,,,,,,,
20180705,K1,K1,K1,ch1269x,Unknown,36.006073,,,Passed,
20180705,,,K1,chi1269y,Unknown,34.176327,,,Passed,
20180705,K2,K2,K2,ch1269x,Unknown,33.20977,,,Passed,
20180705,,,K2,chi1269y,Unknown,33.920326,,,Passed,
20180705,K3,K3,K3,ch1269x,Unknown,34.18578,,,Passed,
20180705,,,K3,chi1269y,Unknown,33.86956,,,Passed,
20180705,K4,K4,K4,ch1269x,Unknown,33.289684,,,Passed,
20180705,,,K4,chi1269y,Unknown,32.58288,,,Passed,
20180705,K5,K5,K5,ch1269x,Unknown,33.44474,,,Passed,
20180705,,,K5,chi1269y,Unknown,32.71026,,,Passed,
20180705,K6,K6,K6,ch1269x,Unknown,34.44869,,,Passed,
20180705,,,K6,chi1269y,Unknown,32.958775,,,Passed,
20180705,K7,K7,K7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,K7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K8,K8,K8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,K8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K9,K9,K9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,K9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K10,K10,K10,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,K10,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K11,K11,K11,ch1269x,Unknown,37.878117,,,Flagged,
20180705,,,K11,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K12,K12,K12,ch1269x,Unknown,36.71936,,,Flagged,
20180705,,,K12,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,K13,K13,K13,ch1269x,Unknown,34.816643,,,Passed,
20180705,,,K13,chi1269y,Unknown,35.986004,,,Passed,
20180705,K14,K14,K14,ch1269x,Unknown,34.134773,,,Flagged,
20180705,,,K14,chi1269y,Unknown,36.43359,,,Flagged,
20180705,K15,K15,K15,ch1269x,Unknown,33.394794,,,Passed,
20180705,,,K15,chi1269y,Unknown,35.54021,,,Passed,
20180705,K16,K16,K16,ch1269x,Unknown,32.570248,,,Passed,
20180705,,,K16,chi1269y,Unknown,34.472324,,,Passed,
20180705,K17,K17,K17,ch1269x,Unknown,33.394794,,,Passed,
20180705,,,K17,chi1269y,Unknown,33.465454,,,Passed,
20180705,K18,K18,K18,ch1269x,Unknown,32.55415,,,Passed,
20180705,,,K18,chi1269y,Unknown,34.026882,,,Passed,
20180705,K19,K19,K19,ch1269x,Unknown,34.360798,,,Passed,
20180705,,,K19,chi1269y,Unknown,34.50391,,,Passed,
20180705,K20,K20,K20,ch1269x,Unknown,34.638714,,,Passed,
20180705,,,K20,chi1269y,Unknown,34.95801,,,Passed,
20180705,K21,K21,K21,ch1269x,Unknown,33.919865,,,Passed,
20180705,,,K21,chi1269y,Unknown,33.93795,,,Passed,
20180705,K22,K22,K22,,,,,,,
20180705,K23,K23,K23,,,,,,,
20180705,K24,K24,K24,,,,,,,
20180705,L1,L1,L1,ch1269x,Unknown,31.881384,,,Passed,
20180705,,,L1,chi1269y,Unknown,30.988203,,,Passed,
20180705,L2,L2,L2,ch1269x,Unknown,29.453167,,,Passed,
20180705,,,L2,chi1269y,Unknown,28.848948,,,Passed,
20180705,L3,L3,L3,ch1269x,Unknown,30.754734,,,Passed,
20180705,,,L3,chi1269y,Unknown,29.725325,,,Passed,
20180705,L4,L4,L4,ch1269x,Unknown,33.04632,,,Passed,
20180705,,,L4,chi1269y,Unknown,31.794071,,,Passed,
20180705,L5,L5,L5,ch1269x,Unknown,31.85404,,,Passed,
20180705,,,L5,chi1269y,Unknown,31.262093,,,Passed,
20180705,L6,L6,L6,ch1269x,Unknown,34.1283,,,Passed,
20180705,,,L6,chi1269y,Unknown,33.504406,,,Passed,
20180705,L7,L7,L7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,L7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,L8,L8,L8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,L8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,L9,L9,L9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,L9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,L10,L10,L10,ch1269x,Unknown,37.9313,,,Flagged,
20180705,,,L10,chi1269y,Unknown,37.692894,,,Flagged,
20180705,L11,L11,L11,ch1269x,Unknown,38.38215,,,Flagged,
20180705,,,L11,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,L12,L12,L12,ch1269x,Unknown,35.147667,,,Flagged,
20180705,,,L12,chi1269y,Unknown,37.57514,,,Flagged,
20180705,L13,L13,L13,ch1269x,Unknown,32.842873,,,Flagged,
20180705,,,L13,chi1269y,Unknown,36.057755,,,Flagged,
20180705,L14,L14,L14,ch1269x,Unknown,32.845192,,,Passed,
20180705,,,L14,chi1269y,Unknown,35.5087,,,Passed,
20180705,L15,L15,L15,ch1269x,Unknown,32.254917,,,Flagged,
20180705,,,L15,chi1269y,Unknown,37.502674,,,Flagged,
20180705,L16,L16,L16,ch1269x,Unknown,33.15012,,,Passed,
20180705,,,L16,chi1269y,Unknown,33.205643,,,Passed,
20180705,L17,L17,L17,ch1269x,Unknown,32.47373,,,Passed,
20180705,,,L17,chi1269y,Unknown,33.80657,,,Passed,
20180705,L18,L18,L18,ch1269x,Unknown,32.643246,,,Passed,
20180705,,,L18,chi1269y,Unknown,32.980267,,,Passed,
20180705,L19,L19,L19,ch1269x,Unknown,34.359684,,,Passed,
20180705,,,L19,chi1269y,Unknown,34.429626,,,Passed,
20180705,L20,L20,L20,ch1269x,Unknown,34.936115,,,Passed,
20180705,,,L20,chi1269y,Unknown,34.4949,,,Passed,
20180705,L21,L21,L21,ch1269x,Unknown,33.82921,,,Passed,
20180705,,,L21,chi1269y,Unknown,34.438606,,,Passed,
20180705,L22,L22,L22,,,,,,,
20180705,L23,L23,L23,,,,,,,
20180705,L24,L24,L24,,,,,,,
20180705,M1,M1,M1,ch1269x,Unknown,34.392666,,,Passed,
20180705,,,M1,chi1269y,Unknown,33.454636,,,Passed,
20180705,M2,M2,M2,ch1269x,Unknown,32.948868,,,Passed,
20180705,,,M2,chi1269y,Unknown,33.28485,,,Passed,
20180705,M3,M3,M3,ch1269x,Unknown,33.14892,,,Passed,
20180705,,,M3,chi1269y,Unknown,33.474606,,,Passed,
20180705,M4,M4,M4,ch1269x,Unknown,33.490814,,,Passed,
20180705,,,M4,chi1269y,Unknown,33.480724,,,Passed,
20180705,M5,M5,M5,ch1269x,Unknown,31.485037,,,Passed,
20180705,,,M5,chi1269y,Unknown,30.77198,,,Passed,
20180705,M6,M6,M6,ch1269x,Unknown,31.230196,,,Passed,
20180705,,,M6,chi1269y,Unknown,30.185923,,,Passed,
20180705,M7,M7,M7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,M7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M8,M8,M8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,M8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M9,M9,M9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,M9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M10,M10,M10,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,M10,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M11,M11,M11,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,M11,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M12,M12,M12,ch1269x,Unknown,36.54447,,,Passed,
20180705,,,M12,chi1269y,Unknown,36.014805,,,Passed,
20180705,M13,M13,M13,ch1269x,Unknown,34.445602,,,Flagged,
20180705,,,M13,chi1269y,Unknown,36.318165,,,Flagged,
20180705,M14,M14,M14,ch1269x,Unknown,36.50363,,,Flagged,
20180705,,,M14,chi1269y,Unknown,37.36809,,,Flagged,
20180705,M15,M15,M15,ch1269x,Unknown,34.064705,,,Flagged,
20180705,,,M15,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M16,M16,M16,ch1269x,Unknown,33.24915,,,Passed,
20180705,,,M16,chi1269y,Unknown,34.70205,,,Passed,
20180705,M17,M17,M17,ch1269x,Unknown,33.105213,,,Passed,
20180705,,,M17,chi1269y,Unknown,33.46648,,,Passed,
20180705,M18,M18,M18,ch1269x,Unknown,31.936514,,,Passed,
20180705,,,M18,chi1269y,Unknown,33.124924,,,Passed,
20180705,M19,M19,M19,ch1269x,Unknown,35.825127,,,Flagged,
20180705,,,M19,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M20,M20,M20,ch1269x,Unknown,37.75768,,,Flagged,
20180705,,,M20,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,M21,M21,M21,ch1269x,Unknown,36.073517,,,Passed,
20180705,,,M21,chi1269y,Unknown,36.165085,,,Passed,
20180705,M22,M22,M22,,,,,,,
20180705,M23,M23,M23,,,,,,,
20180705,M24,M24,M24,,,,,,,
20180705,N1,N1,N1,ch1269x,Unknown,30.301939,,,Passed,
20180705,,,N1,chi1269y,Unknown,29.78869,,,Passed,
20180705,N2,N2,N2,ch1269x,Unknown,30.152718,,,Passed,
20180705,,,N2,chi1269y,Unknown,30.19576,,,Passed,
20180705,N3,N3,N3,ch1269x,Unknown,29.715612,,,Passed,
20180705,,,N3,chi1269y,Unknown,29.565775,,,Passed,
20180705,N4,N4,N4,ch1269x,Unknown,33.34802,,,Passed,
20180705,,,N4,chi1269y,Unknown,32.67807,,,Passed,
20180705,N5,N5,N5,ch1269x,Unknown,32.97872,,,Passed,
20180705,,,N5,chi1269y,Unknown,32.117455,,,Passed,
20180705,N6,N6,N6,ch1269x,Unknown,32.817806,,,Passed,
20180705,,,N6,chi1269y,Unknown,32.089504,,,Passed,
20180705,N7,N7,N7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,N7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,N8,N8,N8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,N8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,N9,N9,N9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,N9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,N10,N10,N10,ch1269x,Unknown,34.71304,,,Passed,
20180705,,,N10,chi1269y,Unknown,32.41148,,,Passed,
20180705,N11,N11,N11,ch1269x,Unknown,34.773537,,,Passed,
20180705,,,N11,chi1269y,Unknown,33.494373,,,Passed,
20180705,N12,N12,N12,ch1269x,Unknown,34.52657,,,Passed,
20180705,,,N12,chi1269y,Unknown,32.778923,,,Passed,
20180705,N13,N13,N13,ch1269x,Unknown,34.95546,,,Passed,
20180705,,,N13,chi1269y,Unknown,35.577866,,,Passed,
20180705,N14,N14,N14,ch1269x,Unknown,34.17438,,,Passed,
20180705,,,N14,chi1269y,Unknown,35.67347,,,Passed,
20180705,N15,N15,N15,ch1269x,Unknown,33.554398,,,Flagged,
20180705,,,N15,chi1269y,Unknown,37.409405,,,Flagged,
20180705,N16,N16,N16,ch1269x,Unknown,35.32055,,,Passed,
20180705,,,N16,chi1269y,Unknown,35.658287,,,Passed,
20180705,N17,N17,N17,ch1269x,Unknown,35.6061,,,Passed,
20180705,,,N17,chi1269y,Unknown,35.422375,,,Passed,
20180705,N18,N18,N18,ch1269x,Unknown,33.94063,,,Passed,
20180705,,,N18,chi1269y,Unknown,34.116585,,,Passed,
20180705,N19,N19,N19,ch1269x,Unknown,35.676163,,,Passed,
20180705,,,N19,chi1269y,Unknown,35.64667,,,Passed,
20180705,N20,N20,N20,ch1269x,Unknown,38.09684,,,Flagged,
20180705,,,N20,chi1269y,Unknown,36.84729,,,Flagged,
20180705,N21,N21,N21,ch1269x,Unknown,35.654774,,,Passed,
20180705,,,N21,chi1269y,Unknown,35.78608,,,Passed,
20180705,N22,N22,N22,,,,,,,
20180705,N23,N23,N23,,,,,,,
20180705,N24,N24,N24,,,,,,,
20180705,O1,O1,O1,ch1269x,Unknown,32.227245,,,Passed,
20180705,,,O1,chi1269y,Unknown,32.235928,,,Passed,
20180705,O2,O2,O2,ch1269x,Unknown,32.524063,,,Passed,
20180705,,,O2,chi1269y,Unknown,32.14632,,,Passed,
20180705,O3,O3,O3,ch1269x,Unknown,32.32965,,,Passed,
20180705,,,O3,chi1269y,Unknown,32.377148,,,Passed,
20180705,O4,O4,O4,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O4,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O5,O5,O5,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O5,chi1269y,Unknown,37.289158,,,Flagged,
20180705,O6,O6,O6,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O6,chi1269y,Unknown,35.996655,,,Flagged,
20180705,O7,O7,O7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O8,O8,O8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O9,O9,O9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O10,O10,O10,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O10,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O11,O11,O11,ch1269x,Unknown,37.47464,,,Flagged,
20180705,,,O11,chi1269y,Unknown,34.52438,,,Flagged,
20180705,O12,O12,O12,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O12,chi1269y,Unknown,35.536907,,,Flagged,
20180705,O13,O13,O13,ch1269x,Unknown,33.742973,,,Flagged,
20180705,,,O13,chi1269y,Unknown,36.38461,,,Flagged,
20180705,O14,O14,O14,ch1269x,Unknown,33.60649,,,Flagged,
20180705,,,O14,chi1269y,Unknown,37.55283,,,Flagged,
20180705,O15,O15,O15,ch1269x,Unknown,33.540676,,,Passed,
20180705,,,O15,chi1269y,Unknown,35.30632,,,Passed,
20180705,O16,O16,O16,ch1269x,Unknown,33.548885,,,Passed,
20180705,,,O16,chi1269y,Unknown,34.36469,,,Passed,
20180705,O17,O17,O17,ch1269x,Unknown,33.92962,,,Passed,
20180705,,,O17,chi1269y,Unknown,33.25709,,,Passed,
20180705,O18,O18,O18,ch1269x,Unknown,32.31945,,,Passed,
20180705,,,O18,chi1269y,Unknown,33.467678,,,Passed,
20180705,O19,O19,O19,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,O19,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,O20,O20,O20,ch1269x,Unknown,36.13273,,,Passed,
20180705,,,O20,chi1269y,Unknown,36.3316,,,Passed,
20180705,O21,O21,O21,ch1269x,Unknown,36.71997,,,Flagged,
20180705,,,O21,chi1269y,Unknown,37.213795,,,Flagged,
20180705,O22,O22,O22,,,,,,,
20180705,O23,O23,O23,,,,,,,
20180705,O24,O24,O24,,,,,,,
20180705,P1,P1,P1,ch1269x,Unknown,30.726212,,,Passed,
20180705,,,P1,chi1269y,Unknown,31.020905,,,Passed,
20180705,P2,P2,P2,ch1269x,Unknown,30.730747,,,Passed,
20180705,,,P2,chi1269y,Unknown,30.456455,,,Passed,
20180705,P3,P3,P3,ch1269x,Unknown,30.397532,,,Passed,
20180705,,,P3,chi1269y,Unknown,30.40191,,,Passed,
20180705,P4,P4,P4,ch1269x,Unknown,36.87501,,,Flagged,
20180705,,,P4,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P5,P5,P5,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P5,chi1269y,Unknown,36.4948,,,Flagged,
20180705,P6,P6,P6,ch1269x,Unknown,35.505512,,,Passed,
20180705,,,P6,chi1269y,Unknown,36.48794,,,Passed,
20180705,P7,P7,P7,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P7,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P8,P8,P8,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P8,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P9,P9,P9,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P9,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P10,P10,P10,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P10,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P11,P11,P11,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P11,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P12,P12,P12,ch1269x,Unknown,Undetermined,,,Flagged,
20180705,,,P12,chi1269y,Unknown,Undetermined,,,Flagged,
20180705,P13,P13,P13,ch1269x,Unknown,33.70952,,,Passed,
20180705,,,P13,chi1269y,Unknown,35.215366,,,Passed,
20180705,P14,P14,P14,ch1269x,Unknown,34.25699,,,Passed,
20180705,,,P14,chi1269y,Unknown,35.271347,,,Passed,
20180705,P15,P15,P15,ch1269x,Unknown,34.00309,,,Flagged,
20180705,,,P15,chi1269y,Unknown,36.330063,,,Flagged,
20180705,P16,P16,P16,ch1269x,Unknown,34.00434,,,Passed,
20180705,,,P16,chi1269y,Unknown,34.45504,,,Passed,
20180705,P17,P17,P17,ch1269x,Unknown,33.235023,,,Passed,
20180705,,,P17,chi1269y,Unknown,33.594093,,,Passed,
20180705,P18,P18,P18,ch1269x,Unknown,32.8591,,,Passed,
20180705,,,P18,chi1269y,Unknown,32.771606,,,Passed,
20180705,P19,P19,P19,ch1269x,Unknown,32.56012,,,Passed,
20180705,,,P19,chi1269y,Unknown,35.094456,,,Passed,
20180705,P20,P20,P20,ch1269x,Unknown,33.129154,,,Passed,
20180705,,,P20,chi1269y,Unknown,34.523815,,,Passed,
20180705,P21,P21,P21,ch1269x,Unknown,32.736614,,,Passed,
20180705,,,P21,chi1269y,Unknown,34.03404,,,Passed,
20180705,P22,P22,P22,,,,,,,
20180705,P23,P23,P23,,,,,,,
20180705,P24,P24,P24,,,,,,,
